county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,FIPs,climate_zone,matched_station_fip,distance
Morgan,Morgan,Morgan County,17137,IL,Illinois,39.7156,-90.2015,33189,G1701370,5A,G1701370,4.388764895
Lumpkin,Lumpkin,Lumpkin County,13187,GA,Georgia,34.5722,-84.0027,33188,G1301870,4A,G1301390,23.95483103
Pike,Pike,Pike County,1109,AL,Alabama,31.8027,-85.9409,33176,G0101090,3A,G0101090,6.359678044
Wakulla,Wakulla,Wakulla County,12129,FL,Florida,30.1673,-84.4007,33144,G1201290,2A,G1200370,50.6239862
Hot Spring,Hot Spring,Hot Spring County,5059,AR,Arkansas,34.3177,-92.9461,33096,G0500590,3A,G0500510,15.4827736
Lawrence,Lawrence,Lawrence County,1079,AL,Alabama,34.5217,-87.311,33089,G0100790,3A,G0100330,25.21892
Gibson,Gibson,Gibson County,18051,IN,Indiana,38.3119,-87.5846,33017,G1800510,4A,G1801630,18.4587847
Clinton,Clinton,Clinton County,18023,IN,Indiana,40.3017,-86.4751,33010,G1800230,5A,G1800110,24.30713024
Jasper,Jasper,Jasper County,18073,IN,Indiana,41.023,-87.1161,33006,G1800730,5A,G1801490,37.74479626
Jefferson,Jefferson,Jefferson County,18077,IN,Indiana,38.7858,-85.4385,33000,G1800770,4A,G2101110,41.61504613
Transylvania,Transylvania,Transylvania County,37175,NC,North Carolina,35.2021,-82.7982,32979,G3701750,4A,G3700890,20.73329829
Lassen,Lassen,Lassen County,6035,CA,California,40.6736,-120.5943,32949,G0600350,5B,G0600490,56.01592753
Weakley,Weakley,Weakley County,47183,TN,Tennessee,36.2983,-88.7178,32948,G4701830,4A,G4701130,50.69214065
Morton,Morton,Morton County,38059,ND,North Dakota,46.7161,-101.2811,32916,G3800590,6A,G3800150,36.28876069
Hale,Hale,Hale County,48189,TX,Texas,34.0705,-101.8269,32879,G4801890,4B,G4801890,10.11601516
Pickens,Pickens,Pickens County,13227,GA,Georgia,34.4643,-84.4656,32814,G1302270,3A,G1300570,10.98683354
Logan,Logan,Logan County,54045,WV,West Virginia,37.8315,-81.9353,32786,G5400450,4A,G5401090,30.55868102
Lafayette,Lafayette,Lafayette County,29107,MO,Missouri,39.0655,-93.7854,32752,G2901070,4A,G2901010,19.50864107
Rhea,Rhea,Rhea County,47143,TN,Tennessee,35.6087,-84.9244,32723,G4701430,4A,G4700350,26.15926804
Stark,Stark,Stark County,38089,ND,North Dakota,46.8107,-102.6551,32710,G3800890,6A,G3800890,10.19828139
Jefferson,Jefferson,Jefferson County,53031,WA,Washington,47.7487,-123.596,32590,G5300310,4C,G5300450,47.30966564
Lee,Lee,Lee County,13177,GA,Georgia,31.7795,-84.1411,32547,G1301770,3A,G1300950,17.2756626
Evangeline,Evangeline,Evangeline Parish,22039,LA,Louisiana,30.7289,-92.406,32538,G2200390,2A,G2200030,19.55972943
Jackson,Jackson,Jackson County,39079,OH,Ohio,39.0196,-82.6184,32531,G3900790,5A,G3900090,29.88741767
Dorchester,Dorchester,Dorchester County,24019,MD,Maryland,38.4829,-76.0125,32486,G2400190,4A,G2400370,30.7053908
Lyon,Lyon,Lyon County,20111,KS,Kansas,38.4562,-96.1526,32318,G2001110,4A,G2001110,8.991814979
Henry,Henry,Henry County,47079,TN,Tennessee,36.3318,-88.3013,32298,G4700790,4A,G2100470,60.06899267
Chester,Chester,Chester County,45023,SC,South Carolina,34.692,-81.1595,32273,G4500230,3A,G4500230,6.889451332
Jefferson Davis,Jefferson Davis,Jefferson Davis Parish,22053,LA,Louisiana,30.2677,-92.8141,32270,G2200530,2A,G2200030,34.48079787
Juneau,Juneau,Juneau City and Borough,2110,AK,Alaska,58.4546,-134.1739,32240,G0201100,7,G0201050,53.81349693
Franklin,Franklin,Franklin County,1059,AL,Alabama,34.4417,-87.8437,32034,G0100590,3A,G0101330,20.7398164
Claiborne,Claiborne,Claiborne County,47025,TN,Tennessee,36.4859,-83.6604,31958,G4700250,4A,G2100130,10.18236431
Montgomery,Montgomery,Montgomery County,20125,KS,Kansas,37.1925,-95.7429,31679,G2001250,4A,G2001250,3.404174535
Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,G2101570,4A,G2101450,32.79120518
Clarendon,Clarendon,Clarendon County,45027,SC,South Carolina,33.6658,-80.2164,31613,G4500270,3A,G4500270,5.474371267
Huron,Huron,Huron County,26063,MI,Michigan,43.8333,-83.019,31542,G2600630,6A,G2600630,4.336023598
Polk,Polk,Polk County,29167,MO,Missouri,37.6165,-93.4005,31541,G2901670,4A,G2900770,26.40680106
Amherst,Amherst,Amherst County,51009,VA,Virginia,37.6048,-79.1451,31381,G5100090,4A,G5100310,19.15699337
Coos,Coos,Coos County,33007,NH,New Hampshire,44.6896,-71.3056,31360,G3300070,6A,G3300070,11.96032525
Titus,Titus,Titus County,48449,TX,Texas,33.2166,-94.9657,31327,G4804490,3A,G4804490,8.347920436
Malheur,Malheur,Malheur County,41045,OR,Oregon,43.1934,-117.6232,31313,G4100450,5B,G4100450,45.88485126
Polk,Polk,Polk County,27119,MN,Minnesota,47.7739,-96.4019,31303,G2701190,7,G2701190,15.8697236
Bolivar,Bolivar,Bolivar County,28011,MS,Mississippi,33.7971,-90.8805,31301,G2800110,3A,G2801510,22.91671475
Adams,Adams,Adams County,31001,NE,Nebraska,40.5245,-98.5012,31284,G3100010,5A,G3100010,7.41972773
Williamsburg,Williamsburg,Williamsburg County,45089,SC,South Carolina,33.6199,-79.7277,31279,G4500890,3A,G4500890,11.18437044
Bee,Bee,Bee County,48025,TX,Texas,28.4174,-97.7412,31191,G4800250,2A,G4800250,6.204203814
Pontotoc,Pontotoc,Pontotoc County,28115,MS,Mississippi,34.2254,-89.0374,31136,G2801150,3A,G2800810,18.94201272
Delta,Delta,Delta County,8029,CO,Colorado,38.8614,-107.8629,31133,G0800290,5B,G0800770,50.48628657
Wabash,Wabash,Wabash County,18169,IN,Indiana,40.8456,-85.794,31120,G1801690,5A,G1800670,28.61012758
McCurtain,McCurtain,McCurtain County,40089,OK,Oklahoma,34.1154,-94.7713,31112,G4000890,3A,G4000890,15.51143484
Gilmer,Gilmer,Gilmer County,13123,GA,Georgia,34.6912,-84.4556,31047,G1301230,4A,G1300570,26.38811937
Summit,Summit,Summit County,8117,CO,Colorado,39.6342,-106.1164,31042,G0801170,7,G0801170,11.45563355
Elk,Elk,Elk County,42047,PA,Pennsylvania,41.4251,-78.6491,31037,G4200470,6A,G4200650,24.30802772
Lake,Lake,Lake County,30047,MT,Montana,47.6459,-114.0894,31030,G3000470,6B,G3000290,46.87499126
Stone,Stone,Stone County,29209,MO,Missouri,36.7469,-93.456,31018,G2902090,4A,G2900770,33.95200686
Kleberg,Kleberg,Kleberg County,48273,TX,Texas,27.4337,-97.7273,31015,G4802730,2A,G4802730,7.715120238
Muhlenberg,Muhlenberg,Muhlenberg County,21177,KY,Kentucky,37.2158,-87.142,31011,G2101770,4A,G2100590,35.81514597
Washington,Washington,Washington County,23029,ME,Maine,45.0307,-67.6287,31003,G2300290,6A,G2300190,72.03310103
Greene,Greene,Greene County,18055,IN,Indiana,39.0363,-86.9621,30924,G1800550,4A,G1801050,25.34413686
Freeborn,Freeborn,Freeborn County,27047,MN,Minnesota,43.6738,-93.3488,30882,G2700470,6A,G2700470,1.410540166
Caroline,Caroline,Caroline County,51033,VA,Virginia,38.0267,-77.3471,30861,G5100330,4A,G5101770,18.0535787
Clare,Clare,Clare County,26035,MI,Michigan,43.9879,-84.8478,30827,G2600350,6A,G2600730,26.44325359
Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,G5400510,5A,G5400690,21.84486904
Sheridan,Sheridan,Sheridan County,56033,WY,Wyoming,44.79,-106.8793,30812,G5600330,6B,G5600330,6.256897106
Hardin,Hardin,Hardin County,39065,OH,Ohio,40.6616,-83.6595,30738,G3900650,5A,G3900630,24.38344646
Obion,Obion,Obion County,47131,TN,Tennessee,36.3582,-89.1488,30722,G4701310,4A,G4700450,30.62259371
Vernon,Vernon,Vernon County,55123,WI,Wisconsin,43.5939,-90.8344,30719,G5501230,6A,G5500810,26.01212794
Iberville,Iberville,Iberville Parish,22047,LA,Louisiana,30.2586,-91.3495,30651,G2200470,2A,G2200330,23.81043951
Randolph,Randolph,Randolph County,17157,IL,Illinois,38.0521,-89.8252,30632,G1701570,4A,G1701570,10.99292804
Ottawa,Ottawa,Ottawa County,40115,OK,Oklahoma,36.8355,-94.8104,30568,G4001150,3A,G4000410,16.71105098
Trempealeau,Trempealeau,Trempealeau County,55121,WI,Wisconsin,44.304,-91.3585,30504,G5501210,6A,G2701690,28.82540431
Boyle,Boyle,Boyle County,21021,KY,Kentucky,37.6244,-84.8668,30469,G2100210,4A,G2101370,7.424855223
Jefferson,Jefferson,Jefferson County,16051,ID,Idaho,43.8201,-112.3113,30427,G1600510,6B,G1600190,26.9805433
Caledonia,Caledonia,Caledonia County,50005,VT,Vermont,44.4647,-72.1022,30402,G5000050,6A,G5000050,6.784846464
Knox,Knox,Knox County,21121,KY,Kentucky,36.8906,-83.854,30367,G2101210,4A,G2101250,20.55353901
Mecklenburg,Mecklenburg,Mecklenburg County,51117,VA,Virginia,36.6804,-78.3627,30347,G5101170,4A,G5101170,21.35844572
Giles,Giles,Giles County,47055,TN,Tennessee,35.2021,-87.0348,30197,G4700550,4A,G0100830,38.48436061
Austin,Austin,Austin County,48015,TX,Texas,29.887,-96.2779,30132,G4800150,2A,G4804770,23.90623912
Wayne,Wayne,Wayne County,13305,GA,Georgia,31.5515,-81.9168,30118,G1303050,2A,G1301790,33.36580848
Bladen,Bladen,Bladen County,37017,NC,North Carolina,34.6146,-78.5637,30105,G3700170,3A,G3700170,1.673865329
McPherson,McPherson,McPherson County,20113,KS,Kansas,38.3917,-97.648,30059,G2001130,4A,G2001550,26.97545292
Powhatan,Powhatan,Powhatan County,51145,VA,Virginia,37.5502,-77.9152,29979,G5101450,4A,G5101090,32.02824589
Smyth,Smyth,Smyth County,51173,VA,Virginia,36.8438,-81.537,29960,G5101730,4A,G5101730,13.41035098
Schoharie,Schoharie,Schoharie County,36095,NY,New York,42.5882,-74.4421,29936,G3600950,5A,G3600010,45.80070882
Adams,Adams,Adams County,28001,MS,Mississippi,31.4829,-91.3535,29927,G2800010,3A,G2800010,9.986263349
Cass,Cass,Cass County,27021,MN,Minnesota,46.9496,-94.3254,29917,G2700210,7,G2700210,8.849676012
Madison,Madison,Madison County,13195,GA,Georgia,34.1278,-83.209,29906,G1301950,3A,G1300590,14.37711698
Meade,Meade,Meade County,21163,KY,Kentucky,37.9697,-86.217,29735,G2101630,4A,G2100930,17.973305
Door,Door,Door County,55029,WI,Wisconsin,44.9473,-87.3135,29713,G5500290,6A,G2601090,25.02276682
Sumter,Sumter,Sumter County,13261,GA,Georgia,32.0399,-84.197,29690,G1302610,3A,G1300950,35.05088421
Haralson,Haralson,Haralson County,13143,GA,Georgia,33.7942,-85.211,29685,G1301430,3A,G1300450,12.00313261
Park,Park,Park County,56029,WY,Wyoming,44.5205,-109.5879,29664,G5600290,6B,G5600290,39.50930601
Marion,Marion,Marion County,45067,SC,South Carolina,34.0801,-79.3625,29585,G4500670,3A,G4500670,7.233554155
Meade,Meade,Meade County,46093,SD,South Dakota,44.5668,-102.7169,29561,G4600930,6A,G4601030,40.03042185
Franklin,Franklin,Franklin County,23007,ME,Maine,44.974,-70.444,29487,G2300070,6A,G3300070,57.67026738
Marion,Marion,Marion County,1093,AL,Alabama,34.1366,-87.8871,29392,G0100930,3A,G0101330,21.81028821
Gallia,Gallia,Gallia County,39053,OH,Ohio,38.8247,-82.3169,29369,G3900530,4A,G5400530,16.31449122
Orange,Orange,Orange County,50017,VT,Vermont,44.0056,-72.3768,29286,G5000170,6A,G5000230,18.77249572
Hancock,Hancock,Hancock County,54029,WV,West Virginia,40.5219,-80.5739,29223,G5400290,5A,G5400690,24.45343106
Neshoba,Neshoba,Neshoba County,28099,MS,Mississippi,32.7535,-89.1176,29153,G2800990,3A,G2800750,38.6145292
Carroll,Carroll,Carroll County,51035,VA,Virginia,36.7316,-80.7339,29123,G5100350,4A,G5100350,6.606181792
Mason,Mason,Mason County,26105,MI,Michigan,43.9952,-86.25,29103,G2601050,6A,G2601010,18.63153055
Decatur,Decatur,Decatur County,13087,GA,Georgia,30.8783,-84.579,29020,G1300870,2A,G1300870,7.182657159
Pine,Pine,Pine County,27115,MN,Minnesota,46.1208,-92.7413,28997,G2701150,7,G2700170,21.07671815
Garrett,Garrett,Garrett County,24023,MD,Maryland,39.5289,-79.2729,28955,G2400230,5A,G2400230,5.778860582
Ripley,Ripley,Ripley County,18137,IN,Indiana,39.1035,-85.2624,28953,G1801370,4A,G2100150,41.37161055
Alpena,Alpena,Alpena County,26007,MI,Michigan,45.0348,-83.6277,28913,G2600070,6A,G2600070,4.762193101
Fayette,Fayette,Fayette County,39047,OH,Ohio,39.5599,-83.4561,28897,G3900470,5A,G3900270,27.09515919
Ellis,Ellis,Ellis County,20051,KS,Kansas,38.9147,-99.3173,28893,G2000510,5A,G2000510,5.888489989
Grimes,Grimes,Grimes County,48185,TX,Texas,30.5435,-95.9855,28878,G4801850,2A,G4800410,26.35241728
Morgan,Morgan,Morgan County,8087,CO,Colorado,40.2626,-103.8097,28868,G0800870,5B,G0801210,41.91205788
Stoddard,Stoddard,Stoddard County,29207,MO,Missouri,36.8556,-89.9443,28812,G2902070,4A,G2902010,36.31961155
Van Wert,Van Wert,Van Wert County,39161,OH,Ohio,40.8554,-84.5861,28808,G3901610,5A,G3900390,35.10428904
Cass,Cass,Cass County,48067,TX,Texas,33.0775,-94.3435,28692,G4800670,3A,G0500910,35.25641018
Marion,Marion,Marion County,47115,TN,Tennessee,35.1293,-85.622,28679,G4701150,4A,G4700650,29.933924
Glenn,Glenn,Glenn County,6021,CA,California,39.5981,-122.3919,28675,G0600210,3B,G0600070,38.89912123
Dunklin,Dunklin,Dunklin County,29069,MO,Missouri,36.2721,-90.0909,28592,G2900690,4A,G0500930,29.16850938
Le Sueur,Le Sueur,Le Sueur County,27079,MN,Minnesota,44.3714,-93.7301,28567,G2700790,6A,G2700130,16.61540992
Marion,Marion,Marion County,29127,MO,Missouri,39.8059,-91.6224,28564,G2901270,5A,G1700010,31.12023237
Custer,Custer,Custer County,40039,OK,Oklahoma,35.6388,-99.0015,28564,G4000390,3A,G4000390,8.429599131
Leflore,Leflore,Leflore County,28083,MS,Mississippi,33.5505,-90.3011,28555,G2800830,3A,G2800150,15.48769968
Dillon,Dillon,Dillon County,45033,SC,South Carolina,34.3915,-79.3789,28527,G4500330,3A,G4500670,14.87299474
Cherokee,Cherokee,Cherokee County,37039,NC,North Carolina,35.1339,-84.0635,28515,G3700390,4A,G3700390,14.36543088
Montgomery,Montgomery,Montgomery County,17135,IL,Illinois,39.231,-89.4789,28482,G1701350,4A,G1701350,14.35606134
Sanpete,Sanpete,Sanpete County,49039,UT,Utah,39.3739,-111.5763,28458,G4900390,6B,G4900490,59.32752292
Copiah,Copiah,Copiah County,28029,MS,Mississippi,31.8693,-90.4488,28453,G2800290,3A,G2801210,40.22098233
Perry,Perry,Perry County,21193,KY,Kentucky,37.2443,-83.2215,28421,G2101930,4A,G2100250,24.82455294
Elmore,Elmore,Elmore County,16039,ID,Idaho,43.354,-115.4693,28396,G1600390,5B,G1600390,34.6238821
Lincoln,Lincoln,Lincoln County,55069,WI,Wisconsin,45.3374,-89.7346,28378,G5500690,7,G5500690,9.710945067
Carroll,Carroll,Carroll County,47017,TN,Tennessee,35.9732,-88.4503,28370,G4700170,4A,G4701130,41.63629939
Jasper,Jasper,Jasper County,45053,SC,South Carolina,32.4374,-81.0317,28363,G4500530,3A,G4500130,21.99430278
Wythe,Wythe,Wythe County,51197,VA,Virginia,36.9171,-81.0787,28347,G5101970,4A,G5101730,18.82727179
Palo Pinto,Palo Pinto,Palo Pinto County,48363,TX,Texas,32.7532,-98.313,28303,G4803630,3A,G4803670,17.61236668
Jones,Jones,Jones County,13169,GA,Georgia,33.0251,-83.5605,28297,G1301690,3A,G1300210,23.32287952
Codington,Codington,Codington County,46029,SD,South Dakota,44.9779,-97.1886,28289,G4600290,6A,G4600290,5.738214235
Logan,Logan,Logan County,17107,IL,Illinois,40.1245,-89.3675,28238,G1701070,5A,G1701070,3.228347098
Winchester,Winchester,Winchester City,51840,VA,Virginia,39.1735,-78.1746,28194,G5108400,4A,G5100690,2.35312531
Hocking,Hocking,Hocking County,39073,OH,Ohio,39.4971,-82.4792,28180,G3900730,5A,G3900450,21.72363437
Grant,Grant,Grant County,35017,NM,New Mexico,32.7389,-108.3824,28178,G3500170,4B,G3500170,16.60190035
Carroll,Carroll,Carroll County,5015,AR,Arkansas,36.341,-93.5382,28154,G0500150,4A,G0500090,27.07483146
Randolph,Randolph,Randolph County,54083,WV,West Virginia,38.7747,-79.8758,28150,G5400830,5A,G5400830,7.723335136
Tate,Tate,Tate County,28137,MS,Mississippi,34.6503,-89.9448,28123,G2801370,3A,G2801430,27.90005113
Wells,Wells,Wells County,18179,IN,Indiana,40.7292,-85.2212,28103,G1801790,5A,G1800030,18.78784147
Montgomery,Montgomery,Montgomery County,21173,KY,Kentucky,38.0335,-83.9131,28084,G2101730,4A,G2101510,40.1816426
Scott,Scott,Scott County,28123,MS,Mississippi,32.4064,-89.5376,28062,G2801230,3A,G2801210,38.001538
Dinwiddie,Dinwiddie,Dinwiddie County,51053,VA,Virginia,37.0759,-77.6323,28040,G5100530,4A,G5100530,11.77344121
Fredericksburg,Fredericksburg,Fredericksburg City,51630,VA,Virginia,38.2992,-77.4872,28027,G5106300,4A,G5101770,3.455657487
Washington,Washington,Washington County,18175,IN,Indiana,38.6,-86.1053,28025,G1801750,4A,G2101110,38.63329348
Jackson,Jackson,Jackson County,54035,WV,West Virginia,38.8345,-81.6748,28011,G5400350,4A,G5400530,29.86445217
Baker,Baker,Baker County,12003,FL,Florida,30.3311,-82.2846,28003,G1200030,2A,G1200310,28.11377366
Bradford,Bradford,Bradford County,12007,FL,Florida,29.95,-82.1687,27928,G1200070,2A,G1200010,19.34964147
Yazoo,Yazoo,Yazoo County,28163,MS,Mississippi,32.7803,-90.3965,27924,G2801630,3A,G2801210,38.70108707
White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,G1303110,4A,G1301390,26.52348955
Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,G1302070,3A,G1302930,24.22847179
Peach,Peach,Peach County,13225,GA,Georgia,32.5688,-83.8269,27822,G1302250,3A,G1300210,15.23364644
Henderson,Henderson,Henderson County,47077,TN,Tennessee,35.6542,-88.388,27800,G4700770,3A,G4701130,36.83360024
Union,Union,Union County,28145,MS,Mississippi,34.4905,-89.0039,27775,G2801450,3A,G2800810,22.55938373
McDonough,McDonough,McDonough County,17109,IL,Illinois,40.4562,-90.6779,27743,G1701090,5A,G1701090,4.762641235
Del Norte,Del Norte,Del Norte County,6015,CA,California,41.7431,-123.8972,27655,G0600150,4C,G0600150,21.30642622
Jennings,Jennings,Jennings County,18079,IN,Indiana,38.9969,-85.628,27619,G1800790,4A,G1801450,41.97624658
Henry,Henry,Henry County,39069,OH,Ohio,41.3339,-84.0682,27618,G3900690,5A,G3900390,24.95720852
Currituck,Currituck,Currituck County,37053,NC,North Carolina,36.4031,-76.0059,27575,G3700530,3A,G3700530,0.818458148
Adams,Adams,Adams County,39001,OH,Ohio,38.8455,-83.4721,27564,G3900010,4A,G3900270,46.52659374
Upson,Upson,Upson County,13293,GA,Georgia,32.8813,-84.2994,27424,G1302930,3A,G1302930,5.655190945
San Jacinto,San Jacinto,San Jacinto County,48407,TX,Texas,30.5795,-95.1669,27380,G4804070,2A,G4803390,22.99903464
Iroquois,Iroquois,Iroquois County,17075,IL,Illinois,40.7473,-87.8243,27362,G1700750,5A,G1700910,22.25315578
San Miguel,San Miguel,San Miguel County,35047,NM,New Mexico,35.4805,-104.8158,27357,G3500470,5B,G3500470,25.55533565
Logan,Logan,Logan County,21141,KY,Kentucky,36.8597,-86.8789,27319,G2101410,4A,G2102270,32.29622032
Orleans,Orleans,Orleans County,50019,VT,Vermont,44.829,-72.2436,27317,G5000190,6A,G5000190,4.271141448
Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,G4500870,3A,G4500590,26.00002749
Cibola,Cibola,Cibola County,35006,NM,New Mexico,34.9125,-107.9998,27284,G3500060,4B,G3500060,18.72905635
Pike,Pike,Pike County,39131,OH,Ohio,39.0773,-83.0668,27271,G3901310,5A,G3900450,54.83756616
Caddo,Caddo,Caddo County,40015,OK,Oklahoma,35.1744,-98.3751,27253,G4000150,3A,G4000510,28.69246514
White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,G4701850,4A,G4700350,22.96126358
Tillamook,Tillamook,Tillamook County,41057,OR,Oregon,45.4637,-123.7127,27129,G4100570,4C,G4100710,43.8012756
Fluvanna,Fluvanna,Fluvanna County,51065,VA,Virginia,37.8419,-78.2773,27078,G5100650,4A,G5100030,16.93893908
West Baton Rouge,West Baton Rouge,West Baton Rouge Parish,22121,LA,Louisiana,30.4636,-91.3127,27064,G2201210,2A,G2200330,12.53727223
Mineral,Mineral,Mineral County,54057,WV,West Virginia,39.4147,-78.9438,27045,G5400570,4A,G5400570,18.58319988
Toombs,Toombs,Toombs County,13279,GA,Georgia,32.1216,-82.3312,26956,G1302790,2A,G1302790,5.687983004
Harlan,Harlan,Harlan County,21095,KY,Kentucky,36.8569,-83.218,26921,G2100950,4A,G2100130,39.78579514
Marlboro,Marlboro,Marlboro County,45069,SC,South Carolina,34.602,-79.6786,26912,G4500690,3A,G4500690,4.073930399
Carroll,Carroll,Carroll County,39019,OH,Ohio,40.5796,-81.0897,26866,G3900190,5A,G3901570,23.92748981
Carter,Carter,Carter County,21043,KY,Kentucky,38.3182,-83.0495,26820,G2100430,4A,G5400990,34.71132797
De Soto,De Soto,De Soto Parish,22031,LA,Louisiana,32.0554,-93.7373,26803,G2200310,3A,G2200170,28.30131253
Woodford,Woodford,Woodford County,21239,KY,Kentucky,38.0424,-84.7436,26758,G2102390,4A,G2100670,9.952230818
Gillespie,Gillespie,Gillespie County,48171,TX,Texas,30.3181,-98.9465,26730,G4801710,3A,G4801710,5.775481896
Hardin,Hardin,Hardin County,47071,TN,Tennessee,35.1987,-88.1845,26722,G4700710,3A,G0100330,51.22089112
Boone,Boone,Boone County,19015,IA,Iowa,42.0365,-93.9316,26721,G1900150,5A,G1900150,5.846674802
Lewis,Lewis,Lewis County,36049,NY,New York,43.7851,-75.4486,26681,G3600490,6A,G3600450,26.89919877
Stephens,Stephens,Stephens County,13257,GA,Georgia,34.554,-83.2932,26641,G1302570,4A,G4500730,29.32370101
Geneva,Geneva,Geneva County,1061,AL,Alabama,31.095,-85.8391,26604,G0100610,3A,G0100450,14.58963427
Wasco,Wasco,Wasco County,41065,OR,Oregon,45.16,-121.1679,26603,G4100650,5B,G5300390,31.7481078
Ashe,Ashe,Ashe County,37009,NC,North Carolina,36.4341,-81.5003,26598,G3700090,5A,G3700090,5.625185108
King George,King George,King George County,51099,VA,Virginia,38.2733,-77.1572,26597,G5100990,4A,G5101790,18.95077278
Juneau,Juneau,Juneau County,55057,WI,Wisconsin,43.9246,-90.1138,26595,G5500570,6A,G5501410,36.24308309
Oceana,Oceana,Oceana County,26127,MI,Michigan,43.6409,-86.2676,26555,G2601270,6A,G2601230,23.4386841
Cass,Cass,Cass County,31025,NE,Nebraska,40.9097,-96.1409,26546,G3100250,5A,G3100250,15.71152334
Decatur,Decatur,Decatur County,18031,IN,Indiana,39.307,-85.5011,26466,G1800310,4A,G1801450,28.06054174
Clay,Clay,Clay County,18021,IN,Indiana,39.3928,-87.1158,26397,G1800210,5A,G1801670,13.97641572
Mille Lacs,Mille Lacs,Mille Lacs County,27095,MN,Minnesota,45.938,-93.6301,26397,G2700950,7,G2700650,25.23363887
Wyoming,Wyoming,Wyoming County,42131,PA,Pennsylvania,41.5184,-76.0164,26389,G4201310,5A,G4200790,23.39244372
Grayson,Grayson,Grayson County,21085,KY,Kentucky,37.4608,-86.3439,26351,G2100850,4A,G2102270,34.73785133
Sunflower,Sunflower,Sunflower County,28133,MS,Mississippi,33.6023,-90.5886,26295,G2801330,3A,G2801510,28.70508508
Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,G4100610,5B,G4100610,1.977365149
Dawson,Dawson,Dawson County,13085,GA,Georgia,34.4443,-84.1706,26202,G1300850,3A,G1300570,19.80416741
Charlevoix,Charlevoix,Charlevoix County,26029,MI,Michigan,45.3014,-85.1259,26109,G2600290,6A,G2600290,10.31586471
Grady,Grady,Grady County,13131,GA,Georgia,30.8747,-84.2345,26076,G1301310,2A,G1300870,28.29289361
Simpson,Simpson,Simpson County,28127,MS,Mississippi,31.9132,-89.9195,26064,G2801270,3A,G2801210,30.17670032
Dickinson,Dickinson,Dickinson County,26043,MI,Michigan,46.0092,-87.8703,25954,G2600430,6A,G2600430,21.42483245
Franklin,Franklin,Franklin County,20059,KS,Kansas,38.5645,-95.2859,25953,G2000590,4A,G2000450,31.09868529
Garvin,Garvin,Garvin County,40049,OK,Oklahoma,34.7046,-97.3093,25949,G4000490,3A,G4000490,5.985538196
Taylor,Taylor,Taylor County,21217,KY,Kentucky,37.3665,-85.3279,25948,G2102170,4A,G2101370,41.26834778
Edgefield,Edgefield,Edgefield County,45037,SC,South Carolina,33.7722,-81.9664,25938,G4500370,3A,G4500030,21.24736464
Russell,Russell,Russell County,51167,VA,Virginia,36.9339,-82.0954,25932,G5101670,4A,G5101910,17.88275831
Lamoille,Lamoille,Lamoille County,50015,VT,Vermont,44.607,-72.6419,25920,G5000150,6A,G5000150,5.405426642
Montezuma,Montezuma,Montezuma County,8083,CO,Colorado,37.3386,-108.5966,25916,G0800830,5B,G0800830,2.9853726
McNairy,McNairy,McNairy County,47109,TN,Tennessee,35.1755,-88.5636,25916,G4701090,3A,G4701130,37.83385936
Elbert,Elbert,Elbert County,8039,CO,Colorado,39.2866,-104.1359,25897,G0800390,5B,G0800730,32.46091438
Brown,Brown,Brown County,27015,MN,Minnesota,44.2421,-94.7276,25894,G2700150,6A,G2700150,16.48579509
Montgomery,Montgomery,Montgomery County,37123,NC,North Carolina,35.3325,-79.9055,25891,G3701230,3A,G3701670,17.95829966
Johnson,Johnson,Johnson County,5071,AR,Arkansas,35.5697,-93.4601,25853,G0500710,3A,G0501150,33.20430644
Morehouse,Morehouse,Morehouse Parish,22067,LA,Louisiana,32.8202,-91.8018,25852,G2200670,3A,G2200670,7.051778229
Hart,Hart,Hart County,13147,GA,Georgia,34.3509,-82.9642,25808,G1301470,3A,G4500070,20.69771466
Barton,Barton,Barton County,20009,KS,Kansas,38.479,-98.7565,25708,G2000090,4A,G2000090,11.74853613
Lawrence,Lawrence,Lawrence County,46081,SD,South Dakota,44.3586,-103.7923,25687,G4600810,6A,G4600810,8.421524855
Mason,Mason,Mason County,54053,WV,West Virginia,38.7697,-82.0266,25667,G5400530,4A,G5400530,11.22854477
Benton,Benton,Benton County,19011,IA,Iowa,42.0802,-92.0657,25654,G1900110,5A,G1900110,9.985417753
Cheboygan,Cheboygan,Cheboygan County,26031,MI,Michigan,45.4463,-84.4999,25654,G2600310,6A,G2600310,14.4266845
Hardee,Hardee,Hardee County,12049,FL,Florida,27.4927,-81.81,25632,G1200490,2A,G1200150,41.74133517
Hardeman,Hardeman,Hardeman County,47069,TN,Tennessee,35.2068,-88.9931,25612,G4700690,3A,G4701130,27.22610582
Plymouth,Plymouth,Plymouth County,19149,IA,Iowa,42.7378,-96.2141,25543,G1901490,6A,G1901490,3.108726387
